order_status,order_approved_at,review_score,count_payment_installments,customer_state,product_category_name,product_photos_qty,seller_state,total_value,count
delivered,2018-03-14,,2,SP,brinquedos,3,RJ,246.39,1
delivered,2017-08-22,2,1,SC,telefonia,2,SP,36.09,1
delivered,2017-12-17,,1,SP,beleza_saude,5,SP,57.11,1
delivered,2018-03-01,,2,RJ,cama_mesa_banho,6,SP,101.83,1
delivered,2018-08-04,,5,RJ,beleza_saude,1,RS,670.47,1
delivered,2017-05-06,,1,SP,cama_mesa_banho,1,SP,28.86,1
delivered,2017-05-08,,2,AL,moveis_decoracao,11,SP,161.99,1
delivered,2017-09-20,,10,SC,cama_mesa_banho,1,MG,239.68,1
delivered,2018-05-24,5,1,RJ,utilidades_domesticas,1,SP,34.13,1
delivered,2018-08-09,5,5,SP,perfumaria,1,SP,135.82,1
delivered,2018-05-24,1,10,MT,moveis_decoracao,1,MG,758.26,1
delivered,2018-08-06,5,3,SP,moveis_decoracao,1,PR,88.19,1
delivered,2018-07-23,1,1,MG,automotivo,2,SP,32.13,1
delivered,2018-06-04,,1,SP,papelaria,3,SP,50.29,1
delivered,2018-05-09,,1,SP,utilidades_domesticas,3,SP,213.45,1
delivered,2018-03-01,,3,GO,agro_industria_e_comercio,3,PR,499.69,1
delivered,2017-09-19,1,5,RS,informatica_acessorios,2,SP,264.48,1
delivered,2018-03-16,,10,MS,construcao_ferramentas_iluminacao,1,SP,347.56,1
delivered,2017-05-07,,1,SP,utilidades_domesticas,3,SP,20.75,1
delivered,2018-02-06,,4,GO,cama_mesa_banho,1,SP,145.14,1
delivered,2017-12-30,4,5,DF,cool_stuff,2,SP,142.12,1
delivered,2017-05-13,,2,SC,informatica_acessorios,2,SC,143.06,1
delivered,2018-05-12,1,2,PR,informatica_acessorios,2,PR,191.19,1
delivered,2017-08-30,,5,MG,brinquedos,2,SP,140.22,1
delivered,2018-07-27,5,1,SC,market_place,3,SC,57.55,1
canceled,2018-08-14,,7,SP,utilidades_domesticas,3,SP,71.43,1
delivered,2018-06-03,,1,MG,cool_stuff,1,SP,175.98,1
delivered,2018-07-23,,1,SP,automotivo,3,SP,88.71,1
delivered,2017-06-18,,6,GO,moveis_escritorio,1,SP,220.18,1
delivered,2017-12-02,5,4,AL,beleza_saude,3,PR,152.25,1
delivered,2018-08-11,,1,SP,alimentos,1,SP,91.23,1
delivered,2017-11-26,,10,MG,brinquedos,3,RJ,120.18,1
delivered,2018-04-27,,1,GO,moveis_decoracao,1,SP,46.42,1
delivered,2018-07-26,5,2,PR,perfumaria,1,SP,178.74,1
delivered,2017-05-22,5,4,SP,moveis_decoracao,3,SP,51.62,1
delivered,2017-03-31,,6,RJ,utilidades_domesticas,1,SP,67.16,1
delivered,2018-03-07,,1,RS,fashion_calcados,6,PR,45.13,1
delivered,2018-02-15,5,1,MG,livros_tecnicos,1,SP,81.21,1
delivered,2017-05-01,,3,SP,beleza_saude,2,SP,352.98,1
delivered,2017-02-22,,1,SP,automotivo,1,SP,126.54499999999999,2
delivered,2018-05-17,,4,DF,industria_comercio_e_negocios,3,SP,137.27,1
delivered,2018-03-30,,1,MG,moveis_decoracao,2,PR,66.06,1
delivered,2018-08-17,,1,PR,bebes,4,SC,74.47,1
delivered,2017-08-02,,1,SP,cama_mesa_banho,4,SP,67.98,1
delivered,2017-09-09,1,1,MT,moveis_decoracao,1,SP,99.44,1
delivered,2018-08-05,,1,RS,relogios_presentes,4,SP,93.65,1
delivered,2017-07-18,1,1,SP,relogios_presentes,6,SP,93.7,1
shipped,2018-06-09,,5,SP,perfumaria,1,SP,258.1,1
delivered,2017-08-16,,3,RS,esporte_lazer,1,SP,270.78,1
delivered,2018-08-22,,1,RJ,moveis_decoracao,4,SP,109.72,1
delivered,2017-03-23,,4,DF,cama_mesa_banho,1,SP,68.84,1
delivered,2018-06-02,4,1,PR,fashion_roupa_masculina,2,SC,83.33,1
delivered,2017-02-07,,2,SP,,,SP,23.45,1
delivered,2017-11-21,5,1,SP,,,SP,21.41,1
delivered,2018-04-26,,1,PE,cool_stuff,1,SP,237.9,1
delivered,2018-07-01,4,1,PR,bebes,2,SP,48.3,1
delivered,2018-04-02,,10,SP,eletroportateis,6,SP,1119.6,1
delivered,2018-01-11,,1,MS,eletrodomesticos_2,2,SP,115.0,1
delivered,2018-04-29,5,4,RJ,cama_mesa_banho,1,SP,133.25,1
delivered,2018-04-02,5,6,SP,eletrodomesticos,1,SP,155.45,1
delivered,2018-05-09,,1,SP,informatica_acessorios,2,SP,82.51,1
delivered,2018-02-08,2,5,RJ,cama_mesa_banho,1,SP,55.1,1
delivered,2018-05-15,3,1,SP,construcao_ferramentas_construcao,4,MG,64.33,1
delivered,2018-06-28,,1,SP,cama_mesa_banho,1,SP,105.44,2
delivered,2018-06-12,,1,PE,beleza_saude,1,PR,428.58,1
delivered,2017-10-15,5,8,SP,brinquedos,2,SP,92.13,1
delivered,2018-08-02,,1,BA,bebes,4,SP,147.69,1
delivered,2017-11-17,5,2,PA,perfumaria,2,MT,181.55,1
delivered,2018-01-12,,1,SC,utilidades_domesticas,2,MG,193.53,1
delivered,2018-03-06,,1,SP,relogios_presentes,1,SP,68.39,1
delivered,2018-07-19,,2,PR,informatica_acessorios,6,RJ,161.12,1
delivered,2017-03-29,,1,SC,telefonia,1,SP,42.42,1
delivered,2018-05-01,4,2,SP,beleza_saude,1,RJ,25.03,1
delivered,2017-11-24,,1,SP,consoles_games,1,SP,98.34,1
delivered,2018-02-27,5,2,SP,cama_mesa_banho,5,SP,55.24,1
delivered,2017-11-22,,1,SP,consoles_games,4,SP,54.525000000000006,2
delivered,2018-02-06,3,2,PE,,,SP,141.13,1
delivered,2017-03-29,5,1,PR,moveis_decoracao,5,SP,134.5,1
delivered,2017-12-06,,18,MG,moveis_decoracao,1,SP,368.7,1
delivered,2018-01-26,5,4,SP,eletronicos,2,DF,40.68,1
delivered,2018-01-09,5,1,PR,brinquedos,4,PR,239.82,1
delivered,2018-05-29,4,3,RJ,cama_mesa_banho,1,SP,98.34,1
delivered,2017-11-24,,1,RJ,moveis_decoracao,3,MG,52.09,1
delivered,2017-11-03,,1,SP,esporte_lazer,4,GO,72.67,1
processing,2017-12-25,1,10,SP,perfumaria,2,SP,264.16,1
delivered,2017-05-01,5,1,MG,pet_shop,3,SP,75.5,1
delivered,2017-11-28,1,1,ES,ferramentas_jardim,2,SP,133.34,1
delivered,2018-07-06,1,1,MG,beleza_saude,1,SP,229.65,1
delivered,2017-07-29,1,3,MG,eletronicos,1,SP,170.82,1
delivered,2017-08-08,,3,SP,pet_shop,5,SP,64.28,1
delivered,2017-06-20,5,4,MG,fashion_calcados,12,PR,46.69,1
delivered,2017-10-01,,2,RJ,brinquedos,1,SP,45.11,1
delivered,2017-09-26,,1,DF,esporte_lazer,2,SP,97.32,1
delivered,2018-07-31,,1,SP,informatica_acessorios,3,SP,112.35,1
delivered,2017-02-24,,5,SP,utilidades_domesticas,3,PR,55.55,1
delivered,2018-06-07,,1,MG,bebes,4,SP,207.33,1
delivered,2017-11-15,1,3,RJ,construcao_ferramentas_iluminacao,1,SC,66.77,1
delivered,2018-03-15,,1,RS,casa_construcao,4,SP,70.75,1
delivered,2018-05-11,,5,MG,perfumaria,1,SP,126.01,1
delivered,2018-04-25,,1,SP,bebidas,1,SP,65.39,1
delivered,2017-12-01,,1,MG,moveis_decoracao,8,SP,155.12,1
delivered,2017-04-30,,2,RJ,brinquedos,3,SP,157.92,1
delivered,2018-07-06,,5,SP,utilidades_domesticas,1,MG,96.35,1
delivered,2018-02-13,,1,PR,esporte_lazer,1,PR,283.96,1
delivered,2017-05-23,5,1,SP,cool_stuff,3,SP,514.6,1
delivered,2018-03-13,,2,PA,informatica_acessorios,1,PE,175.08,1
delivered,2017-08-02,,1,SP,moveis_decoracao,3,MG,86.63,1
delivered,2018-08-09,,4,SP,utilidades_domesticas,1,SP,47.58,1
delivered,2017-08-05,,1,DF,brinquedos,3,SP,148.06,1
delivered,2018-01-28,5,1,MG,esporte_lazer,2,SP,121.09,1
delivered,2018-08-15,,1,ES,ferramentas_jardim,1,PR,123.87,1
delivered,2018-01-16,,3,MG,ferramentas_jardim,2,SP,202.5,1
delivered,2018-07-05,5,3,PE,automotivo,3,SP,273.88,1
delivered,2018-07-05,5,1,PR,cama_mesa_banho,1,PR,130.73,1
delivered,2017-03-18,5,1,SP,utilidades_domesticas,2,SP,218.94,1
delivered,2017-07-31,3,10,SP,beleza_saude,2,SP,313.29,1
delivered,2018-03-05,2,2,SP,informatica_acessorios,1,PR,164.07,1
delivered,2017-07-05,,1,SP,telefonia,2,SP,14.78,1
delivered,2018-03-13,,4,MA,esporte_lazer,3,RJ,609.99,1
delivered,2018-02-14,1,3,PB,telefonia_fixa,1,SP,38.14,1
delivered,2018-08-02,4,1,SP,utilidades_domesticas,1,SP,36.09,1
delivered,2017-11-18,5,1,SP,relogios_presentes,6,SP,46.78,1
delivered,2018-06-07,1,1,SP,relogios_presentes,5,SP,62.39,1
delivered,2018-08-18,5,4,PE,construcao_ferramentas_jardim,5,SP,210.35999999999999,1
delivered,2017-09-22,5,7,ES,beleza_saude,1,SP,140.0,1
delivered,2018-04-03,,1,SP,informatica_acessorios,1,PR,85.62,1
delivered,2017-12-15,,3,MT,beleza_saude,1,SP,76.66,1
delivered,2017-08-09,,3,ES,eletrodomesticos,1,SP,191.78,1
delivered,2018-05-31,,5,BA,relogios_presentes,1,SP,514.69,1
delivered,2017-07-26,5,3,RJ,esporte_lazer,1,SP,32.43,1
delivered,2018-01-29,5,1,DF,papelaria,2,SP,73.06,1
delivered,2017-12-01,4,2,DF,papelaria,3,SP,345.05,1
delivered,2017-11-24,,1,SP,construcao_ferramentas_iluminacao,1,SP,285.02,1
delivered,2018-04-02,,3,SP,telefonia,2,SP,37.37,1
delivered,2017-03-10,5,1,MG,cama_mesa_banho,2,SC,77.75,1
delivered,2017-09-11,,1,RJ,cama_mesa_banho,1,MG,54.0,1
delivered,2018-08-20,,4,SP,utilidades_domesticas,7,SP,48.17,1
delivered,2018-02-21,,1,SP,beleza_saude,1,SP,44.763999999999996,5
delivered,2018-03-01,,2,SP,esporte_lazer,3,SP,43.24,1
delivered,2018-06-07,,6,RJ,utilidades_domesticas,3,MG,197.98,1
delivered,2017-06-04,,6,MG,beleza_saude,2,SP,347.05,1
delivered,2017-07-23,5,5,BA,beleza_saude,1,RJ,56.79,1
delivered,2018-02-26,,10,RS,brinquedos,1,SP,467.9,1
delivered,2017-03-07,4,7,SP,cama_mesa_banho,1,SP,232.15,1
delivered,2018-07-02,5,2,SP,eletronicos,1,SP,29.29,1
delivered,2018-03-24,,1,SP,,,SP,318.78,1
delivered,2018-01-15,,1,SP,bebes,3,SP,72.65,1
delivered,2017-04-06,,1,SP,esporte_lazer,1,SP,17.29,1
delivered,2017-05-24,5,4,SP,utilidades_domesticas,1,SP,182.76,1
delivered,2018-08-21,1,2,MG,cama_mesa_banho,1,MG,81.95,1
delivered,2017-02-05,,3,PR,beleza_saude,1,SP,34.51,1
delivered,2017-09-05,5,5,SP,automotivo,1,SP,214.69,1
delivered,2018-08-02,3,1,RJ,informatica_acessorios,1,PR,295.4,1
delivered,2017-07-20,,1,SP,cama_mesa_banho,2,SP,57.8,1
delivered,2018-01-23,,1,BA,audio,1,SP,36.69,1
delivered,2018-03-12,4,6,ES,esporte_lazer,1,SP,96.47,1
delivered,2017-11-21,,1,MG,informatica_acessorios,4,SP,155.73,1
delivered,2018-03-06,4,2,MG,ferramentas_jardim,2,SP,76.86,1
delivered,2018-04-29,,1,RS,dvds_blu_ray,1,SP,24.13,1
delivered,2018-04-05,,1,SP,utilidades_domesticas,2,SP,109.76,1
delivered,2017-10-24,5,1,RS,telefonia_fixa,1,SP,116.46,1
delivered,2018-08-25,,1,SP,fashion_bolsas_e_acessorios,7,SP,88.71,1
delivered,2017-03-24,,1,RJ,brinquedos,6,SC,101.28,1
delivered,2018-04-24,,1,SP,utilidades_domesticas,1,SP,103.71749999999999,4
delivered,2017-09-21,,6,SC,cama_mesa_banho,5,SP,173.88,1
delivered,2017-03-28,5,1,RJ,telefonia,1,BA,276.52,1
delivered,2017-02-28,4,4,RJ,utilidades_domesticas,2,SP,49.74,1
delivered,2017-05-29,5,10,PE,informatica_acessorios,2,SP,126.02,1
delivered,2017-12-12,,8,RJ,brinquedos,1,RJ,83.36,1
delivered,2017-03-06,,1,SP,fashion_underwear_e_moda_praia,4,SP,95.22,1
delivered,2018-01-30,5,3,MG,brinquedos,4,SP,55.11,1
delivered,2018-02-20,,2,BA,esporte_lazer,2,SP,190.43,1
delivered,2017-11-26,,1,SP,esporte_lazer,3,SP,48.62,1
delivered,2017-10-04,5,8,SP,brinquedos,1,SP,87.82,1
delivered,2018-06-17,5,1,SP,beleza_saude,3,SP,42.51,1
delivered,2017-05-09,4,1,RJ,telefonia,2,SP,52.09,1
delivered,2018-04-05,,10,CE,relogios_presentes,2,SP,300.55,1
delivered,2018-02-13,5,1,SP,beleza_saude,1,SP,38.01,1
delivered,2017-02-16,5,3,BA,alimentos,1,CE,177.38,1
delivered,2017-12-04,,1,SP,perfumaria,1,SP,23.225,2
shipped,2017-06-20,5,2,SP,utilidades_domesticas,5,PR,77.57,1
delivered,2018-07-17,,10,SP,beleza_saude,1,MA,186.1,1
delivered,2018-07-17,3,1,SP,beleza_saude,1,SP,118.35,1
delivered,2018-01-12,,1,SP,esporte_lazer,2,SP,110.30000000000001,2
delivered,2017-11-24,,1,MG,construcao_ferramentas_iluminacao,1,SP,312.49,1
delivered,2018-06-24,5,1,PR,esporte_lazer,2,SP,119.79,1
delivered,2018-01-08,,4,SP,papelaria,2,SP,102.64,1
delivered,2017-11-24,4,1,SP,cama_mesa_banho,2,SP,170.43,2
invoiced,2018-08-03,,1,BA,telefonia,4,BA,180.32,1
delivered,2018-03-26,5,10,SP,ferramentas_jardim,7,SP,515.94,1
delivered,2017-09-17,2,4,SP,utilidades_domesticas,3,MG,83.21,1
delivered,2017-09-12,,1,RJ,consoles_games,4,SP,35.0,1
delivered,2018-08-16,,4,SP,relogios_presentes,1,SP,192.81,1
delivered,2018-05-01,5,4,CE,relogios_presentes,3,SP,99.9,1
delivered,2017-03-30,,1,RS,malas_acessorios,1,SP,339.45,1
delivered,2017-12-20,3,5,SP,cama_mesa_banho,1,SP,103.14,1
delivered,2017-03-17,,6,SP,moveis_decoracao,1,SP,253.34,1
delivered,2018-01-12,,1,MG,cool_stuff,8,SP,50.339999999999996,1
delivered,2018-04-19,,9,SP,telefonia,2,SP,94.76,1
delivered,2018-07-14,,1,SP,utilidades_domesticas,1,SC,149.68,1
delivered,2017-11-16,5,1,SP,eletronicos,1,SP,25.5,1
delivered,2017-06-14,,2,PR,eletronicos,2,SC,45.0,1
delivered,2018-03-10,,2,RJ,utilidades_domesticas,2,SP,186.19,1
delivered,2018-05-26,1,1,SP,ferramentas_jardim,7,SP,235.63,1
delivered,2018-04-03,,1,BA,telefonia,4,SP,47.05,1
delivered,2018-01-19,,1,SP,esporte_lazer,1,SP,357.75,1
delivered,2017-12-19,,1,BA,ferramentas_jardim,1,MG,140.49,1
delivered,2018-04-04,4,8,RN,beleza_saude,1,RJ,177.29,1
delivered,2017-07-20,3,8,PA,brinquedos,5,SP,178.44,1
delivered,2018-03-29,,1,MA,papelaria,3,DF,297.88,1
delivered,2017-05-19,5,1,SC,perfumaria,2,SP,236.28,1
delivered,2018-05-22,5,1,SP,informatica_acessorios,2,SP,38.28,1
delivered,2018-04-12,3,1,SP,informatica_acessorios,1,SP,144.8,1
delivered,2018-07-15,,2,RR,automotivo,1,PR,257.21,1
delivered,2018-06-19,5,1,SP,beleza_saude,1,SP,33.71,1
delivered,2018-01-16,5,1,SP,beleza_saude,1,SP,100.28,2
delivered,2017-03-08,4,1,SP,brinquedos,4,SP,45.86,1
delivered,2018-01-25,5,2,RJ,informatica_acessorios,1,SP,104.87,1
delivered,2017-08-24,,4,SP,esporte_lazer,1,PR,45.44,1
delivered,2018-03-29,4,2,MG,cool_stuff,2,SP,129.64,1
delivered,2018-06-05,5,1,SP,utilidades_domesticas,1,SP,159.1,1
delivered,2017-03-30,,1,RJ,informatica_acessorios,1,MG,238.76,1
delivered,2018-01-19,,5,RJ,cama_mesa_banho,1,SP,403.3,1
delivered,2018-08-20,5,4,SP,utilidades_domesticas,1,SP,41.88,1
delivered,2018-06-19,,1,SP,esporte_lazer,1,PR,44.5,1
delivered,2017-07-06,,2,MG,utilidades_domesticas,5,SP,68.02,1
delivered,2018-04-30,1,1,MG,moveis_decoracao,2,SP,84.36,1
delivered,2018-04-12,,3,SP,pet_shop,2,SP,72.19,1
delivered,2017-06-24,3,10,SP,utilidades_domesticas,3,SP,162.15,1
delivered,2017-06-13,,1,RJ,malas_acessorios,2,SP,145.81,1
delivered,2017-06-19,,8,SP,cama_mesa_banho,1,SP,176.65,1
delivered,2018-04-17,,1,SP,brinquedos,6,SP,51.79,1
delivered,2018-01-14,,1,SP,eletronicos,1,SP,21.43,1
delivered,2017-10-07,2,1,SP,moveis_decoracao,6,SP,88.08,1
delivered,2018-06-26,,2,SP,automotivo,1,SP,266.77,1
delivered,2018-03-21,,1,BA,beleza_saude,1,MG,46.96,1
delivered,2017-12-17,5,6,SP,automotivo,3,SP,387.68,1
delivered,2017-08-24,4,3,CE,eletrodomesticos,2,SP,52.33,1
delivered,2017-09-23,,1,PR,relogios_presentes,2,SP,40.09,1
delivered,2017-05-21,5,1,SP,informatica_acessorios,3,SP,39.24,1
delivered,2017-12-26,,1,SP,papelaria,4,SP,180.815,2
delivered,2018-06-08,,1,ES,perfumaria,1,RJ,138.62,1
delivered,2018-08-20,3,1,PR,pet_shop,4,SP,62.48,1
delivered,2017-11-22,5,3,SP,relogios_presentes,1,SP,203.67,1
delivered,2018-04-13,,1,RS,automotivo,5,SP,133.21,1
delivered,2017-04-10,,1,SP,cama_mesa_banho,1,SP,58.82,2
delivered,2017-09-27,1,1,SP,utilidades_domesticas,1,SP,28.62,1
delivered,2017-06-27,,5,SP,perfumaria,2,SP,88.74,1
delivered,2018-02-05,,1,SP,esporte_lazer,2,SC,45.61,1
delivered,2017-05-10,,1,PR,informatica_acessorios,2,SP,1181.11,1
delivered,2018-03-21,,3,RJ,relogios_presentes,2,SP,153.72,1
delivered,2018-08-02,3,4,SP,eletronicos,1,PR,89.08,1
delivered,2018-04-06,4,3,CE,telefonia,5,SP,47.4,1
delivered,2018-08-04,,1,BA,esporte_lazer,2,PR,78.0,1
invoiced,2018-01-16,1,10,MT,esporte_lazer,1,SP,1724.04,1
delivered,2017-11-04,,1,MG,brinquedos,1,SP,88.72,1
delivered,2018-01-10,,10,CE,instrumentos_musicais,1,SP,767.21,1
delivered,2018-01-22,,1,PR,informatica_acessorios,1,PR,102.26,1
delivered,2018-01-05,4,1,RJ,consoles_games,2,SP,417.55,1
delivered,2018-08-08,5,4,SP,malas_acessorios,1,PR,138.1,1
delivered,2018-04-15,,2,SP,bebes,2,SP,126.3,1
delivered,2017-10-03,5,1,ES,brinquedos,3,SP,41.71,1
delivered,2018-02-28,,1,SC,cama_mesa_banho,2,SC,167.6,1
delivered,2018-04-19,5,1,SP,esporte_lazer,1,SP,51.615,2
delivered,2017-06-01,,1,RJ,informatica_acessorios,2,MG,46.0,1
delivered,2018-07-23,,2,SP,construcao_ferramentas_jardim,1,SP,298.61,1
delivered,2017-10-28,3,1,SP,ferramentas_jardim,4,RS,46.01,1
delivered,2017-12-04,,1,SP,utilidades_domesticas,4,SP,58.62,1
delivered,2018-07-05,,1,SP,bebes,2,SP,210.08,1
delivered,2018-08-20,1,3,SP,moveis_sala,2,MG,177.62,1
delivered,2018-05-30,5,8,GO,utilidades_domesticas,3,ES,1458.51,1
delivered,2018-02-19,1,8,CE,utilidades_domesticas,2,MG,213.59,1
delivered,2018-05-07,5,1,RJ,papelaria,2,SP,155.94,1
delivered,2017-01-05,5,1,PR,fashion_bolsas_e_acessorios,1,PR,19.62,1
delivered,2017-11-28,,1,SP,malas_acessorios,2,SP,261.8,1
delivered,2018-07-31,5,4,SP,ferramentas_jardim,2,SP,70.9,1
delivered,2018-05-24,,2,SP,esporte_lazer,4,SP,54.76,1
delivered,2018-02-05,3,2,SP,informatica_acessorios,4,RJ,149.7,1
delivered,2018-01-17,3,1,SP,cama_mesa_banho,1,SP,86.37,1
delivered,2018-08-21,,4,SP,pet_shop,4,SP,54.49,1
delivered,2017-08-07,,4,SP,cama_mesa_banho,1,SP,204.46,1
delivered,2018-08-09,5,8,GO,esporte_lazer,2,GO,114.69,1
delivered,2017-09-29,5,1,RN,consoles_games,1,SP,91.19,1
delivered,2018-05-10,,2,PR,beleza_saude,1,MA,138.81,1
delivered,2018-07-30,4,1,PE,informatica_acessorios,4,RJ,173.99,1
delivered,2017-08-03,,2,RJ,relogios_presentes,2,SP,44.1,1
delivered,2017-10-04,5,1,SP,cool_stuff,1,SP,71.72,1
delivered,2017-04-09,,1,SP,casa_construcao,4,SC,141.08,1
delivered,2018-08-21,5,1,SP,moveis_decoracao,1,SP,66.67,1
delivered,2017-06-07,,5,PR,automotivo,2,SP,115.45,1
delivered,2017-11-24,,2,SP,ferramentas_jardim,2,SP,84.93,1
delivered,2018-03-20,,1,RS,cama_mesa_banho,2,SP,119.57,1
delivered,2017-11-18,,1,PE,telefonia,3,SP,55.62,1
delivered,2018-05-09,5,10,MG,brinquedos,2,SP,117.54,1
delivered,2017-04-28,,1,SP,eletronicos,1,SP,24.96,1
delivered,2017-06-12,,1,SP,audio,1,SP,279.7,1
delivered,2017-07-06,,1,MG,telefonia,3,SP,73.17,1
delivered,2017-12-20,,1,MG,telefonia,1,SC,96.49,1
delivered,2017-11-11,5,6,CE,cama_mesa_banho,3,SP,68.65,1
delivered,2017-07-27,5,2,RJ,ferramentas_jardim,2,SP,77.57,1
delivered,2017-12-23,5,1,SP,automotivo,5,SP,134.35,1
delivered,2018-08-14,5,3,SE,beleza_saude,1,SP,79.7,1
delivered,2017-10-04,,2,SP,alimentos,1,SP,66.91,1
delivered,2018-05-09,,5,RS,cama_mesa_banho,2,SP,55.23,1
delivered,2017-11-26,,3,PR,cool_stuff,4,SC,113.56,1
delivered,2018-08-10,,8,SP,utilidades_domesticas,4,SP,84.75,1
canceled,2016-10-09,5,2,SP,beleza_saude,1,RJ,140.22,1
delivered,2018-02-26,5,1,SP,cool_stuff,1,SP,84.72,1
delivered,2018-08-16,,8,SP,cama_mesa_banho,2,SP,84.79,1
delivered,2018-02-23,,1,RJ,perfumaria,2,RJ,64.17,1
delivered,2018-06-30,,3,PA,automotivo,5,SP,169.08,1
delivered,2017-03-03,,2,DF,relogios_presentes,2,SP,136.44,1
delivered,2017-07-15,,2,SC,cama_mesa_banho,1,SP,195.91,1
delivered,2018-07-11,4,1,SC,papelaria,1,SP,110.02,1
delivered,2017-10-16,,3,BA,utilidades_domesticas,4,MG,73.61,1
delivered,2018-04-16,,2,SP,papelaria,6,SP,122.81,1
shipped,2018-07-10,1,6,MA,agro_industria_e_comercio,3,SP,614.63,1
delivered,2017-12-14,,1,RJ,fashion_bolsas_e_acessorios,5,SP,84.14,1
delivered,2017-01-28,,1,MA,informatica_acessorios,2,SP,38.0,1
delivered,2018-02-23,,1,SP,esporte_lazer,1,SP,123.125,2
delivered,2017-05-17,5,1,PR,esporte_lazer,5,SP,211.82,1
delivered,2018-05-07,5,3,SC,eletronicos,1,SC,36.32,1
delivered,2017-08-15,4,2,SP,bebes,3,SP,83.69,1
delivered,2017-06-10,,1,MS,informatica_acessorios,1,SP,171.85,1
delivered,2018-06-23,,1,MG,eletronicos,1,SP,32.22,1
invoiced,2018-08-09,1,2,PR,consoles_games,1,SP,289.89,1
delivered,2017-05-18,5,2,SP,telefonia,13,SP,53.36,1
delivered,2018-06-04,2,7,MG,moveis_decoracao,1,SP,379.0,1
delivered,2016-10-10,,1,SP,cama_mesa_banho,3,RJ,45.01,1
delivered,2017-12-13,,1,SP,informatica_acessorios,3,SP,50.62,1
delivered,2018-05-15,,1,SC,construcao_ferramentas_construcao,1,SP,39.56,1
delivered,2017-08-22,4,8,RJ,beleza_saude,1,PR,368.92,1
delivered,2018-07-20,,1,SP,pet_shop,2,RJ,371.55,1
delivered,2018-08-20,1,3,PB,beleza_saude,5,SP,108.39,1
delivered,2018-05-21,1,3,RJ,,,SP,46.46,1
delivered,2017-03-30,5,4,RJ,esporte_lazer,2,SP,106.78,1
delivered,2018-06-02,,1,SP,eletrodomesticos,1,SP,32.79,1
delivered,2018-06-13,2,4,SP,moveis_escritorio,1,SP,218.95,1
delivered,2018-02-18,5,6,ES,automotivo,1,SP,773.25,1
processing,2018-05-01,,3,SP,ferramentas_jardim,2,PR,105.47,1
delivered,2017-08-02,5,1,RJ,moveis_sala,2,SP,160.23,1
delivered,2018-08-09,5,1,SP,esporte_lazer,3,SP,27.29,1
delivered,2017-10-03,5,1,MG,esporte_lazer,2,SP,120.08,1
delivered,2018-04-24,,1,MS,eletrodomesticos,8,SP,99.43,1
delivered,2017-07-15,1,1,SP,esporte_lazer,1,SP,37.75,1
delivered,2018-04-15,,5,SC,bebes,4,SC,418.42,1
delivered,2017-12-03,,2,SP,informatica_acessorios,1,RS,126.57,1
delivered,2018-08-03,,5,GO,beleza_saude,1,SP,327.17,1
delivered,2017-11-29,,1,SP,cama_mesa_banho,3,RJ,34.0,1
delivered,2017-07-31,1,2,SP,utilidades_domesticas,7,SP,183.64,1
delivered,2018-02-06,5,1,RJ,esporte_lazer,5,MG,126.48,1
delivered,2017-08-29,,1,SC,cool_stuff,1,PR,168.2,1
delivered,2017-10-30,,2,SP,cool_stuff,1,SP,25.33,1
